name,Occurrence,order,Main page,Store Link,Accessible,Multiplayer,Social,Creator,HMD,Origin,Store,Price,Number of Reviews,Temp_reviews_no_n/a,Normalized reviews,Web Visitor Count,Normalized visitors,Z-score,Order_formula,Main Focus,Online Count,Rating,summary,Download Count,#Player in the Most Popular Room,Platform Type,Platform availability,Hints for room creation,Room creation,Room creation detailed,Official Creator Documentation Main Page,Official First Step Guide,Unofficial Tutorials,Creator Description,Main Page Web Metric,Monthly Active Users,Events,Scholar Articles
No More Rainbows,First,14,https://www.meta.com/en-gb/experiences/no-more-rainbows/5446476285387663/,https://www.meta.com/en-gb/experiences/no-more-rainbows/5446476285387663/,Yes,No,,,,quest_query_data_social,Quest,19.99,5865,,,,,,,,,96,"No More Rainbows bringt den Spa&#xdf; eines klassischen Plattformspiels in die VR. Nutzen Sie intuitive Fortbewegungsmechaniken, um nur mit Ihren H&#xe4;nden zu rennen, zu springen und zu klettern.

SIE SIND DAS BIEST! Toben Sie durch farbenfrohe Welten, um Ihre entweihte Unterwelt zur&#xfc;ckzuerobern. Erweitern Sie Ihr Erlebnis im Deathmatch-Modus oder erklimmen Sie den Sieg im Chicken Catch - Es ist ein Kampf ohne Regeln!",,,,,,,,,,,,,,,
Innerworld,First,15,https://www.meta.com/en-gb/experiences/innerworld/5406767536033508/,https://www.meta.com/en-gb/experiences/innerworld/5406767536033508/,Yes,No,,,,quest_query_data_social,Quest,0,486,,,,,,,,,86,"Welcome to Innerworld: a virtual world where you can learn evidence-based mental health tools and receive support in a place where you can feel safe being yourself. Start your mental health journey today.
 
Work through life&#x2019;s biggest challenges with guides certified in Cognitive Behavioral Immersion: a transformative approach to mental health support. 

Let&#x2019;s find our way together.

Innerworld is currently for people who are able to speak English.",,,,,,,,,,,,,,,
Horror,First,16,https://www.meta.com/en-gb/experiences/horror/6904307006303740/,https://www.meta.com/en-gb/experiences/horror/6904307006303740/,Yes,No,,,,quest_query_data_social,Quest,0,116,,,,,,,,,86,"&#x1f47b;Treten Sie Discord bei: https://discord.com/invite/UpFwwnV6PZ, um KOSTENLOSE SCHL&#xdc;SSEL f&#xfc;r das VOLLST&#xc4;NDIGE SPIEL zu gewinnen!&#x1f47b;

Ein VR-Horror- und R&#xe4;tselspiel, das Echtzeit-Voice-Chat und Online-Spiel f&#xfc;r zwei Spieler unterst&#xfc;tzt. Lass uns gemeinsam dieses mysteri&#xf6;se Einkaufszentrum betreten, die Geheimnisse aufdecken, die Wahrheit erforschen und die Angst und Aufregung des Unbekannten erleben. Z&#xf6;gern Sie nicht, sich mit uns auf eine wahre Reise des Grauens zu begeben!",,,,,,,,,,,,,,,
SHOOTOUT,First,17,https://www.meta.com/en-gb/experiences/shootout/5555992527808989/,https://www.meta.com/en-gb/experiences/shootout/5555992527808989/,Yes,No,,,,quest_query_data_social,Quest,0,736,,,,,,,,,82,"SHOOTOUT is a free to play multiplayer shooter where you get to build your own weapons and abilities!

Explore the depth that this game has to offer and strategize in a PvE arena and then jump into 3v3 PvP Game Modes to battle it out with other players. 

Started off a match wanting to be a support but midway realize that you want to change your playstyle? You would have 19 parts to combine freely that make up over 1000 combinations!",,,,,,,,,,,,,,,
PokerVR - Pure simple Poker,First,18,https://www.meta.com/en-gb/experiences/pokervr-pure-simple-poker/2257223740990488/,https://www.meta.com/en-gb/experiences/pokervr-pure-simple-poker/2257223740990488/,Yes,No,,,,quest_query_data_social,Quest,0,7683,,,,,,,,,86,"Play poker like a pro, Poker VR features multi table tournaments and cash games. Play solo or take part in team events where every weekend 4 teams compete against each other for a different objective. 

Unwind after a long day and play poker for poker; relax and meet 1000s of people from all around the world that join in for the passion of this game.",,,,,,,,,,,,,,,
MYX,First,184,https://gamejolt.com/@FunderStudios,https://www.oculus.com/experiences/quest/8008994102505637/,Yes,Yes,Yes,No,Quest,QuestDB,Quest,Free,80,,,,,,,"Music, Social",,,,,,,,,,,,,,,,,,
Retreat,First,20,https://www.meta.com/en-gb/experiences/retreat/6514531415240007/,https://www.meta.com/en-gb/experiences/retreat/6514531415240007/,Yes,No,,,,quest_query_data_social,Quest,0,55,,,,,,,,,62,"Ready to level up your skills, have fun, and meet new people? You don&#039;t want to miss this amazing opportunity! Think of it like an adult summer camp - with courses from top experts in Art &amp; Creativity, Career &amp; Entrepreneurship, Financial Well-Being to Holistic Wellness. Get exclusive access and ask questions directly from world renowned instructors who are sharing decades worth of their expertise through immersive experiences. Upgrade your real world Avatar, that is you!",,,,,,,,,,,,,,,
First Touch for Meta Quest Touch Pro controllers,First,21,https://www.meta.com/en-gb/experiences/first-touch-for-meta-quest-touch-pro-controllers/5808929989145615/,https://www.meta.com/en-gb/experiences/first-touch-for-meta-quest-touch-pro-controllers/5808929989145615/,Yes,No,,,,quest_query_data_social,Quest,0,85,,,,,,,,,82,"Grab your Meta Quest Touch Pro controllers and learn how they can improve your experience with this short tutorial. Enter your studio and enjoy the simple pleasure of painting in a nice, relaxing environment.",,,,,,,,,,,,,,,
Half + Half,,60,,https://www.oculus.com/experiences/quest/2035353573194060/,Yes,Yes,,,Quest,QuestDB,Quest,Free,885,,,,,,,"Arcade, Social",,,,,,,,"Half + Half is a multiplayer game about fun & connection. The game includes five unique multiplayer spaces that are designed to help you connect with people you know, and also to connect with people you don’t, even if only for a short while.",,,,,,,,,,
Zoe,,22,https://zoeimmersive.com/,https://www.meta.com/en-gb/experiences/zoe/5464660053555314/,Yes,Yes,Yes,Yes,,quest_query_data_social,Quest,0,102,102,-0.2671075676,13448,-0.194503823,-0.4616113906,,,,72,"For ages 13 and up

Zoe enables the rapid creation of interactive 3D scenes through a no-code interface and automation. Invite your friends, students, colleagues and clients to collaborate, learn and create together in real-time. 
What can I create with Zoe?
Zoe has been used to host immersive workshops, virtual classrooms, project-based-learning activities, meetups, events, interactive art, marketing campaigns, and even mini-games for therapy.",,,,,,,,,,,,,,,
Instagram (Beta),First,24,https://www.meta.com/en-gb/experiences/instagram-beta/6102857836422862/,https://www.meta.com/en-gb/experiences/instagram-beta/6102857836422862/,Yes,No,,,,quest_query_data_social,Quest,0,254,,,,,,,,,56,"Bringing you closer to the people and things you love. &#x2014; Instagram from Facebook

Connect with friends, share what you&#x2019;re up to, or see what&#039;s new from others all over the world. Explore our community where you can feel free to be yourself and share everything from your daily moments to life&#039;s highlights.",,,,,,,,,,,,,,,
Immerse - Language Learning,First,25,https://www.meta.com/en-gb/experiences/immerse-language-learning/3181432891940455/,https://www.meta.com/en-gb/experiences/immerse-language-learning/3181432891940455/,Yes,No,,,,quest_query_data_social,Quest,0,532,,,,,,,,,84,"&#x1f525; Don&#039;t just study Spanish, French, or English &#x2014; learn how to SPEAK it fluently with coworkers, friends, and family!

&#x2764;&#xfe0f; Immerse is the fastest growing immersive language learning platform trusted by thousands of members around the world!

&#x1f4aa; Get unlimited access to live group classes and AI-powered conversation practice for a fraction of the cost of online tutoring or traveling abroad.

&#x1f911; Subscriptions start as low as $25/mo. Must be 18 or older. 

&#x1f973; Start your 14 day free trial today!",,,,,,,,,,,,,,,
Facebook (Beta),First,26,https://www.meta.com/en-gb/experiences/facebook-beta/6126469507395223/,https://www.meta.com/en-gb/experiences/facebook-beta/6126469507395223/,Yes,No,,,,quest_query_data_social,Quest,0,138,,,,,,,,,52,"The Facebook app helps you connect with friends, family and communities of people who share your interests. Connecting with your friends and family, as well as discovering new ones, is easy with features such as Groups, Watch and Marketplace.",,,,,,,,,,,,,,,
SurrealVR,First,76,https://surrealvr.com/,https://store.steampowered.com/app/461180/SurrealVR/?snr=1_7_7_151_150_2,,Yes,Yes,No,,steam_query_data_vr_multiplayer,Steam,,75,,,,,,,,,61%,,,,,,,,,,,,,,,,
Death Game Hotel,First,28,https://www.meta.com/en-gb/experiences/death-game-hotel/7371422382882960/,https://www.meta.com/en-gb/experiences/death-game-hotel/7371422382882960/,Yes,No,,,,quest_query_data_social,Quest,19.99,38,,,,,,,,,92,"Death Game Hotel: A Battle for Life Begins Here!
Dive into the uncharted thrill and strategy with SWERY&#039;s indie studio White Owls&#039; latest creation. This VR online multiplayer tabletop game pits your life in a death game gamble.
Single or multiplayer, your choice dictates your fate. Master unique game modes and use cunning cheats to win.
Experience the realism VR brings, enjoying exhilarating times with friends or players worldwide. #DeathGame #SWERYNewRelease #VRGame",,,,,,,,,,,,,,,
Multiverse,,29,https://www.meta.com/en-gb/experiences/multiverse/1976071352472244/,https://www.meta.com/en-gb/experiences/multiverse/1976071352472244/,Yes,No,,,,quest_query_data_social,Quest,0,1001,,,,,,,,,70,"Multiverse &#x2013; das Metaversum F&#xfc;r die Menschen, Von den Menschen.",,,,,,,,,,,,,,,
Pillow,First,30,https://www.meta.com/en-gb/experiences/pillow/5655932521164368/,https://www.meta.com/en-gb/experiences/pillow/5655932521164368/,Yes,No,,,,quest_query_data_social,Quest,9.99,285,,,,,,,,,82,"Discover an entirely new way to use your headset with Pillow, the ONLY immersive app designed to be used lying down!

Relax in bed in mixed reality as you experience four amazing interactive dreams, all playable in singleplayer or 2-player co-op! Wind down with short immersive mixed reality dreams designed to bring tranquility to your routine.",,,,,,,,,,,,,,,
Pluto,First,41,https://www.pluto.app/,https://store.steampowered.com/app/389980/Pluto/?curator_clanid=4777282,Yes,Yes,Yes,No,Yes,SteamDB,Steam,Free,75,,,,,,,Social,3,,,,,,,,,,,,,,,,,
APES,First,32,https://www.meta.com/en-gb/experiences/apes/5770576536320136/,https://www.meta.com/en-gb/experiences/apes/5770576536320136/,Yes,No,,,,quest_query_data_social,Quest,0,452,,,,,,,,,82,"Run around as a super goofy ape with friends (if you have any.) or strangers!
From a Gleaming Cave to a Tropical Getaway, so much is in store for you in APES.",,,,,,,,,,,,,,,
EmbodyMe,First,40,https://vr.embodyme.com/,"https://www.meta.com/en-gb/experiences/pcvr/1400181626701009/?utm_source=vr.embodyme.com&utm_medium=oculusredirect
https://store.steampowered.com/app/604530/EmbodyMe_Beta/",Yes,Yes,Yes,No,Yes,Google search,"Meta
Steam","Free
Free",66,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm,First,34,https://www.meta.com/en-gb/experiences/swarm/2236053486488156/,https://www.meta.com/en-gb/experiences/swarm/2236053486488156/,Yes,No,,,,quest_query_data_social,Quest,24.99,2813,,,,,,,,,96,"&#x201e;SPIDER-MAN MIT KNARREN &#x2013; daf&#xfc;r wurde VR gemacht!&#x201c;

&#x201e;SWARM&#x201c; ist ein rasanter Wurfhaken-Shooter im Arcade-Stil mit schnellen Sessions, farbenfrohen Welten und global umk&#xe4;mpften Bestenlisten, der dich zur&#xfc;ck in die glorreichen Tage der Arcade-Spiele f&#xfc;hrt.",,,,,,,,,,,,,,,
MultiBrush,First,35,https://www.meta.com/en-gb/experiences/multibrush/3438333449611263/,https://www.meta.com/en-gb/experiences/multibrush/3438333449611263/,Yes,No,,,,quest_query_data_social,Quest,19.99,133,,,,,,,,,84,"Multiplayer meets Tilt Brush!
Enjoy creating in VR, now with friends.",,,,,,,,,,,,,,,
Monkey Doo,First,36,https://www.meta.com/en-gb/experiences/monkey-doo/5635852399856124/,https://www.meta.com/en-gb/experiences/monkey-doo/5635852399856124/,Yes,No,,,,quest_query_data_social,Quest,0,7236,,,,,,,,,92,"&#x1f412;&#x1faf5;Fan Made Update!

Live in the heart of the Bermuda Triangle with all your Monkey friends! Swing on vines, throw doo at your enemies, and climb everything! 

- Huge Maps: Explore the Bermuda Jungle, Floating Forests, Ancient Ruins, Lava Chasm, and more

- Unique Gamemodes: Be the first to collect 10 bananas or work together to fend off hordes of crocs -- new modes are coming all the time

- Monkey Apparel: Customize your body color, equip face &amp; head cosmetics, and stylize your doo",,,,,,,,,,,,,,,
Arthur,First,74,https://www.arthur.digital/,https://www.meta.com/en-gb/experiences/arthur/2108767382537806/,Yes,Yes,Yes,Yes,,quest_query_data_social,Quest,0,56,56,-0.2683271859,11723,-0.1945068218,-0.4628340077,,,,74,"Arthur is your virtual office space. It allows you to meet, collaborate and manage your work. In Arthur, you can get into the same room with your team, partners or clients, without any travel. 

Make it your own. Customize the spaces to your needs. Maximize your remote productivity and enjoy all of your favourite tools, such as pinboards, 3D flowcharts, presentations, MR Desks and tracked keyboards.",,,,,,,,,,,,,,,
Sky Climb,First,38,https://www.meta.com/en-gb/experiences/sky-climb/6439300372853604/,https://www.meta.com/en-gb/experiences/sky-climb/6439300372853604/,Yes,No,,,,quest_query_data_social,Quest,14.99,191,,,,,,,,,90,"&#x1f325;&#xfe0f; Soar through the skies like never before and restore balance to the universe with Sky Climb!&#x1f4ab; 

This first-person adventure brings classic platforming to VR, featuring an intuitive arm-based locomotion mechanism that allows you to fling yourself from one cube to another in low gravity.

&#x1f7ea;  SINGLE PLAYER CAMPAIGN with 74 levels and bosses

&#x1f7ea;  MULTIPLAYER CHAMPIONSHIP online mode

&#x1f7ea;  CHARACTER CUSTOMIZATIONS

&#x1f7ea;  BUILDER MODE available in Mixed Reality",,,,,,,,,,,,,,,
Catan VR,First,39,https://www.meta.com/en-gb/experiences/catan-vr/3882524545155280/,https://www.meta.com/en-gb/experiences/catan-vr/3882524545155280/,Yes,No,,,,quest_query_data_social,Quest,14.99,482,,,,,,,,,78,"NOW ON QUEST &amp; QUEST 2! Catan VR is an immersive take on Klaus Teuber&#x2019;s landmark title that revolutionized modern board gaming. Trade, Build and Settle on Oculus Rift, Oculus Go and Oculus Quest.",,,,,,,,,,,,,,,
Pickleball One,First,40,https://www.meta.com/en-gb/experiences/pickleball-one/5276176159145627/,https://www.meta.com/en-gb/experiences/pickleball-one/5276176159145627/,Yes,No,,,,quest_query_data_social,Quest,29.99,181,,,,,,,,,82,"Dive into America&#039;s fastest-growing sport while making new friends with Pickleball One. Perfect for both newcomers and experienced players, our user-friendly interface allows you to master pickleball solo or join others. Whether you&#039;re learning the basics or diving deep into the game, Pickleball One has something for everyone. Experience the ultimate social sports and fitness platform, complete with in-depth fitness and training modules, immersive wall drills, practice sessions, and workouts.",,,,,,,,,,,,,,,
GYM CLASS - BASKETBALL VR,First,41,https://www.meta.com/en-gb/experiences/gym-class-basketball-vr/3661420607275144/,https://www.meta.com/en-gb/experiences/gym-class-basketball-vr/3661420607275144/,Yes,No,,,,quest_query_data_social,Quest,0,58382,,,,,,,,,98,"&#x1f3c0;&#x1f3c8;&#x26be; GYM CLASS is the top VR basketball &amp; sports game. Experience NBA licensed team courts with full-court games, social worlds for pickup games with friends, and football &amp; baseball stadiums. Rated best on Quest, GC delivers top-notch simulation physics, environments, gameplay, avatars, and cosmetics. Tag your opponents in a fast-paced match, or play rec games - GC is where ballers unite.",,,,,,,,,,,,,,,
Eleven Table Tennis,First,42,https://www.meta.com/en-gb/experiences/eleven-table-tennis/1995434190525828/,https://www.meta.com/en-gb/experiences/eleven-table-tennis/1995434190525828/,Yes,No,,,,quest_query_data_social,Quest,29.99,10179,,,,,,,,,92,"The ultimate Table Tennis simulator. Play opponents in online multiplayer or practice against the advanced AI. With physics designed to be as real as ever achieved in a Table Tennis simulator, you will forget you are in VR.",,,,,,,,,,,,,,,
Gorilla Tag,First,43,https://www.meta.com/en-gb/experiences/gorilla-tag/4979055762136823/,https://www.meta.com/en-gb/experiences/gorilla-tag/4979055762136823/,Yes,No,,,,quest_query_data_social,Quest,0,125441,,,,,,,,,92,"Run, jump, and climb using only your hands. Play with friends in a virtual gorilla world through six different environments - Forest, Canyons, Caves, Mountain, City, and Clouds.

Hang out in Casual mode or play a game of Tag, Hunt, Team Paintball, or make it up as you go.  Meet and learn from new monkes or create private rooms for friends-only lobbies.

Express yourself with flair.  A rotating inventory of Cosmetic items are available at the shop in the City.

Reject Humanity.

Move like Monke.",,,,,,,,,,,,,,,
Vegas Infinite,First,44,https://www.meta.com/en-gb/experiences/vegas-infinite/2370815932930055/,https://www.meta.com/en-gb/experiences/vegas-infinite/2370815932930055/,Yes,No,,,,quest_query_data_social,Quest,0,28061,,,,,,,,,78,"Vegas Infinite, formerly PokerStars VR, is a world of entertainment with no limits. Hang out with friends and play poker, blackjack, roulette, slots, and craps for free in stunning environments with realistic chip and card movements, and an endless supply of interactive props and apparel.

Vegas Infinite is not a gambling site and does not present an opportunity to win real money. 18+ only. Please play responsibly.",,,,,,,,,,,,,,,
Hypatia,First,62,http://www.timefirevr.com/,"https://www.meta.com/en-gb/experiences/pcvr/1281935801880251/
https://store.steampowered.com/app/401970/Hypatia/",Yes,Yes,Yes,No,Yes,Google search,"Meta
Steam",Free,66,,,,,,,,,,,,,,,,,,,,,,,,,
Blacktop Hoops,First,46,https://www.meta.com/en-gb/experiences/blacktop-hoops/4416817901687071/,https://www.meta.com/en-gb/experiences/blacktop-hoops/4416817901687071/,Yes,No,,,,quest_query_data_social,Quest,29.99,19831,,,,,,,,,98,"Blacktop Hoops is the ultimate VR basketball game and sports experience. Embark on a hoops journey in career mode, ball against bots, hang out with friends in online courts, or climb the rankings in competitive pickup games. Design your perfect avatar with millions of unique combinations. Go wild with crazy modifiers like slow-mo, big head, and mega jump. Do you have what it takes to become the GOAT? &#x1f410;",,,,,,,,,,,,,,,
BeanVR—The Social VR APP,First,87,,https://store.steampowered.com/app/638920/BeanVRThe_Social_VR_APP/?snr=1_7_7_151_150_2,,Yes,Yes,No,,steam_query_data_vr_multiplayer,Steam,,50,,,,,,,,,46%,,,,,,,,,,,,,,,,
Cook-Out,First,48,https://www.meta.com/en-gb/experiences/cook-out/2004774962957063/,https://www.meta.com/en-gb/experiences/cook-out/2004774962957063/,Yes,No,,,,quest_query_data_social,Quest,15.99,1167,,,,,,,,,90,"Bindet die Sch&#xfc;rzen um &#x2026; Gleich wird&#039;s chaotisch!

Bei Cook-Out: Das Sandwich-M&#xe4;rchen arbeiten die Spieler des Mehrspieler-VR-Spiels von Resolution Games zusammen, um sich ihren Weg durch ein verr&#xfc;cktes und skurriles Abenteuer zu bahnen, die Kunden zufriedenzustellen, und in immer hektischeren Levels vorw&#xe4;rtszukommen. Aber bestellt es nur, wenn ihr es auch essen k&#xf6;nnt, denn diese Kunden haben gepfefferte W&#xfc;nsche.",,,,,,,,,,,,,,,
Among Us VR,First,49,https://www.meta.com/en-gb/experiences/among-us-vr/4948428055244413/,https://www.meta.com/en-gb/experiences/among-us-vr/4948428055244413/,Yes,No,,,,quest_query_data_social,Quest,9.99,6428,,,,,,,,,76,"L&#xe4;utet den Alarm! Jetzt ist es nicht mehr blo&#xdf; eine Frage von Crewmitgliedern gegen Hochstapler. Jetzt hei&#xdf;t es Bohnen gegen die Umgebung!

Among Us VR ist ein Partyspiel zum Thema Teamwork und Verrat. Schnapp dir deine Crew und dein Headset und st&#xfc;rz dich in die VR-Version des erfolgreichen Spiels. Spiele mit 4-10 Spielern und erledigt Aufgaben, um euer Schiff zusammenzuhalten. Aber Achtung! Ein oder mehrere zuf&#xe4;llige Spieler sind Hochstapler, die alle sabotieren und t&#xf6;ten wollen.",,,,,,,,,,,,,,,
